Jahr,Altersgruppe,Bundesland,Einwohner
2000,0-65,Nordrhein-Westfalen,240896
2000,0-65,Rheinland-Pfalz,56791
2000,0-65,Saarland,15902
2000,0-65,Sachsen,67551
2000,0-65,Sachsen-Anhalt,41269
2000,0-65,Schleswig-Holstein,35672
2000,0-65,Thüringen,38541
2000,0-65,Baden-Württemberg,139019
2000,0-65,Bayern,162054
2000,0-65,Berlin,46507
2000,0-65,Brandenburg,40752
2000,0-65,Bremen,8669
2000,0-65,Hamburg,20929
2000,0-65,Hessen,82975
2000,0-65,Mecklenburg-Vorpommern,28485
2000,0-65,Niedersachsen,104919
2000,0-65,Nordrhein-Westfalen,240931
2000,0-65,Rheinland-Pfalz,56722
2000,0-65,Saarland,15750
2000,0-65,Sachsen,68574
2000,0-65,Sachsen-Anhalt,41018
2000,0-65,Schleswig-Holstein,35811
2000,0-65,Thüringen,38023
2000,0-65,Baden-Württemberg,135230
2000,0-65,Bayern,157738
2000,0-65,Berlin,47131
2000,0-65,Brandenburg,39772
2000,0-65,Bremen,8746
2000,0-65,Hamburg,20816
2000,0-65,Hessen,81917
2000,0-65,Mecklenburg-Vorpommern,27504
2000,0-65,Niedersachsen,103795
2000,0-65,Nordrhein-Westfalen,233712
2000,0-65,Rheinland-Pfalz,55683
2000,0-65,Saarland,15247
2000,0-65,Sachsen,70310
2000,0-65,Sachsen-Anhalt,39238
2000,0-65,Schleswig-Holstein,35997
2000,0-65,Thüringen,38026
2000,0-65,Baden-Württemberg,137767
2000,0-65,Bayern,160951
2000,0-65,Berlin,49605
2000,0-65,Brandenburg,37453
2000,0-65,Bremen,8903
2000,0-65,Hamburg,21748
2000,0-65,Hessen,84502
2000,0-65,Mecklenburg-Vorpommern,25534
2000,0-65,Niedersachsen,105436
2000,0-65,Nordrhein-Westfalen,237339
2000,0-65,Rheinland-Pfalz,56804
2000,0-65,Saarland,15717
2000,0-65,Sachsen,67453
2000,0-65,Sachsen-Anhalt,38754
2000,0-65,Schleswig-Holstein,36537
2000,0-65,Thüringen,36195
2000,0-65,Baden-Württemberg,135419
2000,0-65,Bayern,158062
2000,0-65,Berlin,46533
2000,0-65,Brandenburg,31583
2000,0-65,Bremen,9059
2000,0-65,Hamburg,21777
2000,0-65,Hessen,84548
2000,0-65,Mecklenburg-Vorpommern,21985
2000,0-65,Niedersachsen,104064
2000,0-65,Nordrhein-Westfalen,236575
2000,0-65,Rheinland-Pfalz,55545
2000,0-65,Saarland,16013
2000,0-65,Sachsen,59260
2000,0-65,Sachsen-Anhalt,34569
2000,0-65,Schleswig-Holstein,36728
2000,0-65,Thüringen,32371
2000,0-65,Baden-Württemberg,127121
2000,0-65,Bayern,152105
2000,0-65,Berlin,42947
2000,0-65,Brandenburg,27420
2000,0-65,Bremen,8506
2000,0-65,Hamburg,21458
2000,0-65,Hessen,80276
2000,0-65,Mecklenburg-Vorpommern,19141
2000,0-65,Niedersachsen,97191
2000,0-65,Nordrhein-Westfalen,219480
2000,0-65,Rheinland-Pfalz,48348
2000,0-65,Saarland,14242
2000,0-65,Sachsen,47562
2000,0-65,Sachsen-Anhalt,29318
2000,0-65,Schleswig-Holstein,36297
2000,0-65,Thüringen,28031
2000,0-65,Baden-Württemberg,119176
2000,0-65,Bayern,150221
2000,0-65,Berlin,40196
2000,0-65,Brandenburg,26376
2000,0-65,Bremen,8197
2000,0-65,Hamburg,20613
2000,0-65,Hessen,75814
2000,0-65,Mecklenburg-Vorpommern,17915
2000,0-65,Niedersachsen,89510
2000,0-65,Nordrhein-Westfalen,203762
2000,0-65,Rheinland-Pfalz,43251
2000,0-65,Saarland,11562
2000,0-65,Sachsen,47540
2000,0-65,Sachsen-Anhalt,28711
2000,0-65,Schleswig-Holstein,34051
2000,0-65,Thüringen,26719
2000,0-65,Baden-Württemberg,105188
2000,0-65,Bayern,134055
2000,0-65,Berlin,32081
2000,0-65,Brandenburg,17818
2000,0-65,Bremen,8130
2000,0-65,Hamburg,19587
2000,0-65,Hessen,65678
2000,0-65,Mecklenburg-Vorpommern,11860
2000,0-65,Niedersachsen,84832
2000,0-65,Nordrhein-Westfalen,188604
2000,0-65,Rheinland-Pfalz,39019
2000,0-65,Saarland,9548
2000,0-65,Sachsen,35855
2000,0-65,Sachsen-Anhalt,23475
2000,0-65,Schleswig-Holstein,32250
2000,0-65,Thüringen,22322
2000,0-65,Baden-Württemberg,92201
2000,0-65,Bayern,109334
2000,0-65,Berlin,36110
2000,0-65,Brandenburg,21209
2000,0-65,Bremen,6754
2000,0-65,Hamburg,17681
2000,0-65,Hessen,55665
2000,0-65,Mecklenburg-Vorpommern,12736
2000,0-65,Niedersachsen,67544
2000,0-65,Nordrhein-Westfalen,162152
2000,0-65,Rheinland-Pfalz,33115
2000,0-65,Saarland,8926
2000,0-65,Sachsen,42702
2000,0-65,Sachsen-Anhalt,23858
2000,0-65,Schleswig-Holstein,26956
2000,0-65,Thüringen,21006
2000,0-65,Baden-Württemberg,119420
2000,0-65,Bayern,141306
2000,0-65,Berlin,47593
2000,0-65,Brandenburg,31874
2000,0-65,Bremen,8488
2000,0-65,Hamburg,22234
2000,0-65,Hessen,74255
2000,0-65,Mecklenburg-Vorpommern,19198
2000,0-65,Niedersachsen,90567
2000,0-65,Nordrhein-Westfalen,208987
2000,0-65,Rheinland-Pfalz,43505
2000,0-65,Saarland,12143
2000,0-65,Sachsen,62148
2000,0-65,Sachsen-Anhalt,33654
2000,0-65,Schleswig-Holstein,35838
2000,0-65,Thüringen,30643
2000,0-65,Baden-Württemberg,121186
2000,0-65,Bayern,142261
2000,0-65,Berlin,49935
2000,0-65,Brandenburg,34484
2000,0-65,Bremen,8811
2000,0-65,Hamburg,22450
2000,0-65,Hessen,73908
2000,0-65,Mecklenburg-Vorpommern,21122
2000,0-65,Niedersachsen,94286
2000,0-65,Nordrhein-Westfalen,210955
2000,0-65,Rheinland-Pfalz,43646
2000,0-65,Saarland,11878
2000,0-65,Sachsen,61667
2000,0-65,Sachsen-Anhalt,34975
2000,0-65,Schleswig-Holstein,37352
2000,0-65,Thüringen,31055
2000,0-65,Baden-Württemberg,120314
2000,0-65,Bayern,139210
2000,0-65,Berlin,47562
2000,0-65,Brandenburg,33611
2000,0-65,Bremen,8771
2000,0-65,Hamburg,22080
2000,0-65,Hessen,70485
2000,0-65,Mecklenburg-Vorpommern,20750
2000,0-65,Niedersachsen,92356
2000,0-65,Nordrhein-Westfalen,207209
2000,0-65,Rheinland-Pfalz,42966
2000,0-65,Saarland,11769
2000,0-65,Sachsen,57438
2000,0-65,Sachsen-Anhalt,34816
2000,0-65,Schleswig-Holstein,36395
2000,0-65,Thüringen,29345
2000,0-65,Baden-Württemberg,143608
2000,0-65,Bayern,168893
2000,0-65,Berlin,55052
2000,0-65,Brandenburg,42572
2000,0-65,Bremen,9830
2000,0-65,Hamburg,24974
2000,0-65,Hessen,84596
2000,0-65,Mecklenburg-Vorpommern,26917
2000,0-65,Niedersachsen,112882
2000,0-65,Nordrhein-Westfalen,246193
2000,0-65,Rheinland-Pfalz,53727
2000,0-65,Saarland,15181
2000,0-65,Sachsen,71875
2000,0-65,Sachsen-Anhalt,42889
2000,0-65,Schleswig-Holstein,44013
2000,0-65,Thüringen,37800
2000,0-65,Baden-Württemberg,150954
2000,0-65,Bayern,181050
2000,0-65,Berlin,53020
2000,0-65,Brandenburg,43035
2000,0-65,Bremen,10288
2000,0-65,Hamburg,25654
2000,0-65,Hessen,90799
2000,0-65,Mecklenburg-Vorpommern,27644
2000,0-65,Niedersachsen,119009
2000,0-65,Nordrhein-Westfalen,266801
2000,0-65,Rheinland-Pfalz,58803
2000,0-65,Saarland,16040
2000,0-65,Sachsen,74269
2000,0-65,Sachsen-Anhalt,44464
2000,0-65,Schleswig-Holstein,44853
2000,0-65,Thüringen,41087
2000,0-65,Baden-Württemberg,148750
2000,0-65,Bayern,178303
2000,0-65,Berlin,49084
2000,0-65,Brandenburg,42464
2000,0-65,Bremen,9996
2000,0-65,Hamburg,24303
2000,0-65,Hessen,87712
2000,0-65,Mecklenburg-Vorpommern,28095
2000,0-65,Niedersachsen,116924
2000,0-65,Nordrhein-Westfalen,261861
2000,0-65,Rheinland-Pfalz,58249
2000,0-65,Saarland,16391
2000,0-65,Sachsen,73299
2000,0-65,Sachsen-Anhalt,43470
2000,0-65,Schleswig-Holstein,44810
2000,0-65,Thüringen,40214
2000,0-65,Baden-Württemberg,139345
2000,0-65,Bayern,162128
2000,0-65,Berlin,45444
2000,0-65,Brandenburg,39510
2000,0-65,Bremen,9677
2000,0-65,Hamburg,23394
2000,0-65,Hessen,80765
2000,0-65,Mecklenburg-Vorpommern,26579
2000,0-65,Niedersachsen,112191
2000,0-65,Nordrhein-Westfalen,248665
2000,0-65,Rheinland-Pfalz,54768
2000,0-65,Saarland,15420
2000,0-65,Sachsen,67068
2000,0-65,Sachsen-Anhalt,39568
2000,0-65,Schleswig-Holstein,42289
2000,0-65,Thüringen,35643
2000,0-65,Baden-Württemberg,129966
2000,0-65,Bayern,148784
2000,0-65,Berlin,43059
2000,0-65,Brandenburg,36674
2000,0-65,Bremen,9243
2000,0-65,Hamburg,21771
2000,0-65,Hessen,75568
2000,0-65,Mecklenburg-Vorpommern,24619
2000,0-65,Niedersachsen,104000
2000,0-65,Nordrhein-Westfalen,235037
2000,0-65,Rheinland-Pfalz,51631
2000,0-65,Saarland,15360
2000,0-65,Sachsen,61793
2000,0-65,Sachsen-Anhalt,37162
2000,0-65,Schleswig-Holstein,39196
2000,0-65,Thüringen,32921
2000,0-65,Baden-Württemberg,125916
2000,0-65,Bayern,143642
2000,0-65,Berlin,41287
2000,0-65,Brandenburg,36069
2000,0-65,Bremen,8907
2000,0-65,Hamburg,21142
2000,0-65,Hessen,73640
2000,0-65,Mecklenburg-Vorpommern,24052
2000,0-65,Niedersachsen,100217
2000,0-65,Nordrhein-Westfalen,228578
2000,0-65,Rheinland-Pfalz,50962
2000,0-65,Saarland,15615
2000,0-65,Sachsen,61304
2000,0-65,Sachsen-Anhalt,36257
2000,0-65,Schleswig-Holstein,37398
2000,0-65,Thüringen,32246
2000,65-75,Baden-Württemberg,120278
2000,65-75,Bayern,136180
2000,65-75,Berlin,40195
2000,65-75,Brandenburg,35547
2000,65-75,Bremen,8312
2000,65-75,Hamburg,20752
2000,65-75,Hessen,70345
2000,65-75,Mecklenburg-Vorpommern,23336
2000,65-75,Niedersachsen,95960
2000,65-75,Nordrhein-Westfalen,222181
2000,65-75,Rheinland-Pfalz,48926
2000,65-75,Saarland,14156
2000,65-75,Sachsen,61076
2000,65-75,Sachsen-Anhalt,35466
2000,65-75,Schleswig-Holstein,35293
2000,65-75,Thüringen,31445
2000,65-75,Baden-Württemberg,109491
2000,65-75,Bayern,125859
2000,65-75,Berlin,37067
2000,65-75,Brandenburg,32882
2000,65-75,Bremen,7677
2000,65-75,Hamburg,18124
2000,65-75,Hessen,65530
2000,65-75,Mecklenburg-Vorpommern,22327
2000,65-75,Niedersachsen,88641
2000,65-75,Nordrhein-Westfalen,209614
2000,65-75,Rheinland-Pfalz,45491
2000,65-75,Saarland,12546
2000,65-75,Sachsen,56813
2000,65-75,Sachsen-Anhalt,33257
2000,65-75,Schleswig-Holstein,32105
2000,65-75,Thüringen,29290
2000,65-75,Baden-Württemberg,92347
2000,65-75,Bayern,106606
2000,65-75,Berlin,26823
2000,65-75,Brandenburg,25418
2000,65-75,Bremen,5929
2000,65-75,Hamburg,14121
2000,65-75,Hessen,52656
2000,65-75,Mecklenburg-Vorpommern,18072
2000,65-75,Niedersachsen,69553
2000,65-75,Nordrhein-Westfalen,166084
2000,65-75,Rheinland-Pfalz,37358
2000,65-75,Saarland,10848
2000,65-75,Sachsen,44416
2000,65-75,Sachsen-Anhalt,26889
2000,65-75,Schleswig-Holstein,24184
2000,65-75,Thüringen,23228
2000,65-75,Baden-Württemberg,90593
2000,65-75,Bayern,106942
2000,65-75,Berlin,24996
2000,65-75,Brandenburg,24910
2000,65-75,Bremen,5990
2000,65-75,Hamburg,13534
2000,65-75,Hessen,51846
2000,65-75,Mecklenburg-Vorpommern,18102
2000,65-75,Niedersachsen,70133
2000,65-75,Nordrhein-Westfalen,165792
2000,65-75,Rheinland-Pfalz,37195
2000,65-75,Saarland,11061
2000,65-75,Sachsen,43994
2000,65-75,Sachsen-Anhalt,26464
2000,65-75,Schleswig-Holstein,23559
2000,65-75,Thüringen,23411
2000,65-75,Baden-Württemberg,91382
2000,65-75,Bayern,106490
2000,65-75,Berlin,25649
2000,65-75,Brandenburg,24884
2000,65-75,Bremen,5968
2000,65-75,Hamburg,14007
2000,65-75,Hessen,52556
2000,65-75,Mecklenburg-Vorpommern,17577
2000,65-75,Niedersachsen,71051
2000,65-75,Nordrhein-Westfalen,168926
2000,65-75,Rheinland-Pfalz,38123
2000,65-75,Saarland,11226
2000,65-75,Sachsen,45811
2000,65-75,Sachsen-Anhalt,26842
2000,65-75,Schleswig-Holstein,23758
2000,65-75,Thüringen,23476
2000,65-75,Baden-Württemberg,94465
2000,65-75,Bayern,110561
2000,65-75,Berlin,26604
2000,65-75,Brandenburg,25404
2000,65-75,Bremen,6307
2000,65-75,Hamburg,15056
2000,65-75,Hessen,55495
2000,65-75,Mecklenburg-Vorpommern,17470
2000,65-75,Niedersachsen,74382
2000,65-75,Nordrhein-Westfalen,179400
2000,65-75,Rheinland-Pfalz,40143
2000,65-75,Saarland,11384
2000,65-75,Sachsen,48827
2000,65-75,Sachsen-Anhalt,27854
2000,65-75,Schleswig-Holstein,24532
2000,65-75,Thüringen,24757
2000,65-75,Baden-Württemberg,90265
2000,65-75,Bayern,106428
2000,65-75,Berlin,25505
2000,65-75,Brandenburg,23551
2000,65-75,Bremen,6179
2000,65-75,Hamburg,14607
2000,65-75,Hessen,54201
2000,65-75,Mecklenburg-Vorpommern,16071
2000,65-75,Niedersachsen,71280
2000,65-75,Nordrhein-Westfalen,172495
2000,65-75,Rheinland-Pfalz,38813
2000,65-75,Saarland,10950
2000,65-75,Sachsen,47499
2000,65-75,Sachsen-Anhalt,26626
2000,65-75,Schleswig-Holstein,24059
2000,65-75,Thüringen,23519
2000,65-75,Baden-Württemberg,88887
2000,65-75,Bayern,105387
2000,65-75,Berlin,24153
2000,65-75,Brandenburg,22082
2000,65-75,Bremen,6443
2000,65-75,Hamburg,14639
2000,65-75,Hessen,53794
2000,65-75,Mecklenburg-Vorpommern,15012
2000,65-75,Niedersachsen,71395
2000,65-75,Nordrhein-Westfalen,169297
2000,65-75,Rheinland-Pfalz,38706
2000,65-75,Saarland,10760
2000,65-75,Sachsen,44877
2000,65-75,Sachsen-Anhalt,25975
2000,65-75,Schleswig-Holstein,24068
2000,65-75,Thüringen,23120
2000,65-75,Baden-Württemberg,81420
2000,65-75,Bayern,97754
2000,65-75,Berlin,21862
2000,65-75,Brandenburg,19091
2000,65-75,Bremen,5764
2000,65-75,Hamburg,13594
2000,65-75,Hessen,49607
2000,65-75,Mecklenburg-Vorpommern,13060
2000,65-75,Niedersachsen,67078
2000,65-75,Nordrhein-Westfalen,155494
2000,65-75,Rheinland-Pfalz,36049
2000,65-75,Saarland,10036
2000,65-75,Sachsen,40015
2000,65-75,Sachsen-Anhalt,22818
2000,65-75,Schleswig-Holstein,21899
2000,65-75,Thüringen,20811
2000,65-75,Baden-Württemberg,78865
2000,65-75,Bayern,96124
2000,65-75,Berlin,21360
2000,65-75,Brandenburg,18057
2000,65-75,Bremen,5696
2000,65-75,Hamburg,13427
2000,65-75,Hessen,49159
2000,65-75,Mecklenburg-Vorpommern,11914
2000,65-75,Niedersachsen,64314
2000,65-75,Nordrhein-Westfalen,148525
2000,65-75,Rheinland-Pfalz,34921
2000,65-75,Saarland,9520
2000,65-75,Sachsen,39025
2000,65-75,Sachsen-Anhalt,21495
2000,65-75,Schleswig-Holstein,21159
2000,65-75,Thüringen,19983
2000,75-85,Baden-Württemberg,76568
2000,75-85,Bayern,93197
2000,75-85,Berlin,20692
2000,75-85,Brandenburg,16891
2000,75-85,Bremen,5542
2000,75-85,Hamburg,13460
2000,75-85,Hessen,47708
2000,75-85,Mecklenburg-Vorpommern,11257
2000,75-85,Niedersachsen,63399
2000,75-85,Nordrhein-Westfalen,143595
2000,75-85,Rheinland-Pfalz,33831
2000,75-85,Saarland,9247
2000,75-85,Sachsen,36739
2000,75-85,Sachsen-Anhalt,20797
2000,75-85,Schleswig-Holstein,21603
2000,75-85,Thüringen,19022
2000,75-85,Baden-Württemberg,68899
2000,75-85,Bayern,85419
2000,75-85,Berlin,17934
2000,75-85,Brandenburg,14773
2000,75-85,Bremen,4996
2000,75-85,Hamburg,12333
2000,75-85,Hessen,43945
2000,75-85,Mecklenburg-Vorpommern,9943
2000,75-85,Niedersachsen,57424
2000,75-85,Nordrhein-Westfalen,131583
2000,75-85,Rheinland-Pfalz,30785
2000,75-85,Saarland,8937
2000,75-85,Sachsen,32319
2000,75-85,Sachsen-Anhalt,18609
2000,75-85,Schleswig-Holstein,19398
2000,75-85,Thüringen,17045
2000,75-85,Baden-Württemberg,67314
2000,75-85,Bayern,83588
2000,75-85,Berlin,15887
2000,75-85,Brandenburg,13554
2000,75-85,Bremen,5011
2000,75-85,Hamburg,11475
2000,75-85,Hessen,41761
2000,75-85,Mecklenburg-Vorpommern,9279
2000,75-85,Niedersachsen,54053
2000,75-85,Nordrhein-Westfalen,121340
2000,75-85,Rheinland-Pfalz,29270
2000,75-85,Saarland,9053
2000,75-85,Sachsen,31637
2000,75-85,Sachsen-Anhalt,17506
2000,75-85,Schleswig-Holstein,18885
2000,75-85,Thüringen,16313
2000,75-85,Baden-Württemberg,66198
2000,75-85,Bayern,83318
2000,75-85,Berlin,16988
2000,75-85,Brandenburg,13776
2000,75-85,Bremen,5068
2000,75-85,Hamburg,11836
2000,75-85,Hessen,41558
2000,75-85,Mecklenburg-Vorpommern,9023
2000,75-85,Niedersachsen,54660
2000,75-85,Nordrhein-Westfalen,122010
2000,75-85,Rheinland-Pfalz,29221
2000,75-85,Saarland,8180
2000,75-85,Sachsen,32855
2000,75-85,Sachsen-Anhalt,17900
2000,75-85,Schleswig-Holstein,18928
2000,75-85,Thüringen,16248
2000,75-85,Baden-Württemberg,66697
2000,75-85,Bayern,82739
2000,75-85,Berlin,18182
2000,75-85,Brandenburg,14109
2000,75-85,Bremen,5206
2000,75-85,Hamburg,12072
2000,75-85,Hessen,41195
2000,75-85,Mecklenburg-Vorpommern,9309
2000,75-85,Niedersachsen,54302
2000,75-85,Nordrhein-Westfalen,117926
2000,75-85,Rheinland-Pfalz,27830
2000,75-85,Saarland,7681
2000,75-85,Sachsen,34465
2000,75-85,Sachsen-Anhalt,17988
2000,75-85,Schleswig-Holstein,19473
2000,75-85,Thüringen,16477
2000,75-85,Baden-Württemberg,62602
2000,75-85,Bayern,76373
2000,75-85,Berlin,18636
2000,75-85,Brandenburg,13191
2000,75-85,Bremen,4902
2000,75-85,Hamburg,12017
2000,75-85,Hessen,38934
2000,75-85,Mecklenburg-Vorpommern,8464
2000,75-85,Niedersachsen,49862
2000,75-85,Nordrhein-Westfalen,106433
2000,75-85,Rheinland-Pfalz,25147
2000,75-85,Saarland,6484
2000,75-85,Sachsen,33140
2000,75-85,Sachsen-Anhalt,17038
2000,75-85,Schleswig-Holstein,18280
2000,75-85,Thüringen,15200
2000,75-85,Baden-Württemberg,45249
2000,75-85,Bayern,55623
2000,75-85,Berlin,13518
2000,75-85,Brandenburg,9164
2000,75-85,Bremen,3588
2000,75-85,Hamburg,8629
2000,75-85,Hessen,27106
2000,75-85,Mecklenburg-Vorpommern,5811
2000,75-85,Niedersachsen,35908
2000,75-85,Nordrhein-Westfalen,76462
2000,75-85,Rheinland-Pfalz,18219
2000,75-85,Saarland,4680
2000,75-85,Sachsen,21769
2000,75-85,Sachsen-Anhalt,11270
2000,75-85,Schleswig-Holstein,12982
2000,75-85,Thüringen,10221
2000,75-85,Baden-Württemberg,27319
2000,75-85,Bayern,33487
2000,75-85,Berlin,8380
2000,75-85,Brandenburg,5163
2000,75-85,Bremen,2220
2000,75-85,Hamburg,5207
2000,75-85,Hessen,16291
2000,75-85,Mecklenburg-Vorpommern,3303
2000,75-85,Niedersachsen,21820
2000,75-85,Nordrhein-Westfalen,48767
2000,75-85,Rheinland-Pfalz,11208
2000,75-85,Saarland,3227
2000,75-85,Sachsen,11856
2000,75-85,Sachsen-Anhalt,6435
2000,75-85,Schleswig-Holstein,8073
2000,75-85,Thüringen,5440
2000,75-85,Baden-Württemberg,23741
2000,75-85,Bayern,30222
2000,75-85,Berlin,7307
2000,75-85,Brandenburg,4604
2000,75-85,Bremen,1998
2000,75-85,Hamburg,4590
2000,75-85,Hessen,14465
2000,75-85,Mecklenburg-Vorpommern,2990
2000,75-85,Niedersachsen,19657
2000,75-85,Nordrhein-Westfalen,43292
2000,75-85,Rheinland-Pfalz,10003
2000,75-85,Saarland,2827
2000,75-85,Sachsen,9963
2000,75-85,Sachsen-Anhalt,5623
2000,75-85,Schleswig-Holstein,7293
2000,75-85,Thüringen,4812
2000,75-85,Baden-Württemberg,24139
2000,75-85,Bayern,29447
2000,75-85,Berlin,7793
2000,75-85,Brandenburg,4743
2000,75-85,Bremen,2006
2000,75-85,Hamburg,4755
2000,75-85,Hessen,14319
2000,75-85,Mecklenburg-Vorpommern,3064
2000,75-85,Niedersachsen,20128
2000,75-85,Nordrhein-Westfalen,44084
2000,75-85,Rheinland-Pfalz,10057
2000,75-85,Saarland,2737
2000,75-85,Sachsen,10414
2000,75-85,Sachsen-Anhalt,5381
2000,75-85,Schleswig-Holstein,7425
2000,75-85,Thüringen,4985
2000,85,Baden-Württemberg,28788
2000,85,Bayern,33955
2000,85,Berlin,9369
2000,85,Brandenburg,5779
2000,85,Bremen,2386
2000,85,Hamburg,5860
2000,85,Hessen,17102
2000,85,Mecklenburg-Vorpommern,3627
2000,85,Niedersachsen,23623
2000,85,Nordrhein-Westfalen,50304
2000,85,Rheinland-Pfalz,11619
2000,85,Saarland,2900
2000,85,Sachsen,13620
2000,85,Sachsen-Anhalt,6753
2000,85,Schleswig-Holstein,8793
2000,85,Thüringen,6206
2000,85,Baden-Württemberg,33502
2000,85,Bayern,39276
2000,85,Berlin,10568
2000,85,Brandenburg,6822
2000,85,Bremen,2708
2000,85,Hamburg,6565
2000,85,Hessen,19679
2000,85,Mecklenburg-Vorpommern,4226
2000,85,Niedersachsen,27185
2000,85,Nordrhein-Westfalen,56839
2000,85,Rheinland-Pfalz,13386
2000,85,Saarland,3336
2000,85,Sachsen,15667
2000,85,Sachsen-Anhalt,7798
2000,85,Schleswig-Holstein,9631
2000,85,Thüringen,7144
2000,85,Baden-Württemberg,29471
2000,85,Bayern,34499
2000,85,Berlin,10097
2000,85,Brandenburg,6272
2000,85,Bremen,2368
2000,85,Hamburg,5659
2000,85,Hessen,17418
2000,85,Mecklenburg-Vorpommern,3760
2000,85,Niedersachsen,23634
2000,85,Nordrhein-Westfalen,49430
2000,85,Rheinland-Pfalz,11422
2000,85,Saarland,2969
2000,85,Sachsen,14038
2000,85,Sachsen-Anhalt,7083
2000,85,Schleswig-Holstein,8613
2000,85,Thüringen,6273
2000,85,Baden-Württemberg,25313
2000,85,Bayern,29580
2000,85,Berlin,9120
2000,85,Brandenburg,5420
2000,85,Bremen,2020
2000,85,Hamburg,5108
2000,85,Hessen,15001
2000,85,Mecklenburg-Vorpommern,3292
2000,85,Niedersachsen,20667
2000,85,Nordrhein-Westfalen,41788
2000,85,Rheinland-Pfalz,9871
2000,85,Saarland,2534
2000,85,Sachsen,12347
2000,85,Sachsen-Anhalt,5908
2000,85,Schleswig-Holstein,7513
2000,85,Thüringen,5350
2000,85,Baden-Württemberg,20170
2000,85,Bayern,22898
2000,85,Berlin,7687
2000,85,Brandenburg,4267
2000,85,Bremen,1686
2000,85,Hamburg,4260
2000,85,Hessen,11930
2000,85,Mecklenburg-Vorpommern,2460
2000,85,Niedersachsen,16093
2000,85,Nordrhein-Westfalen,33093
2000,85,Rheinland-Pfalz,7628
2000,85,Saarland,1883
2000,85,Sachsen,9521
2000,85,Sachsen-Anhalt,4507
2000,85,Schleswig-Holstein,6136
2000,85,Thüringen,3920
2000,85,Baden-Württemberg,64990
2000,85,Bayern,72625
2000,85,Berlin,27724
2000,85,Brandenburg,14395
2000,85,Bremen,5543
2000,85,Hamburg,13991
2000,85,Hessen,40368
2000,85,Mecklenburg-Vorpommern,7873
2000,85,Niedersachsen,53926
2000,85,Nordrhein-Westfalen,112296
2000,85,Rheinland-Pfalz,27158
2000,85,Saarland,6265
2000,85,Sachsen,30972
2000,85,Sachsen-Anhalt,14552
2000,85,Schleswig-Holstein,20725
2000,85,Thüringen,12300
2000,,Baden-Württemberg,10524415
2000,,Bayern,12230255
2000,,Berlin,3382169
2000,,Brandenburg,2601962
2000,,Bremen,660225
2000,,Hamburg,1715392
2000,,Hessen,6068129
2000,,Mecklenburg-Vorpommern,1775703
2000,,Niedersachsen,7926193
2000,,Nordrhein-Westfalen,18009865
2000,,Rheinland-Pfalz,4034557
2000,,Saarland,1068703
2000,,Sachsen,4425581
2000,,Sachsen-Anhalt,2615375
2000,,Schleswig-Holstein,2789761
2000,,Thüringen,2431255
2001,0-65,Baden-Württemberg,102522
2001,0-65,Bayern,116406
2001,0-65,Berlin,28568
2001,0-65,Brandenburg,17753
2001,0-65,Bremen,5769
2001,0-65,Hamburg,15611
2001,0-65,Hessen,56269
2001,0-65,Mecklenburg-Vorpommern,12922
2001,0-65,Niedersachsen,75291
2001,0-65,Nordrhein-Westfalen,167661
2001,0-65,Rheinland-Pfalz,35959
2001,0-65,Saarland,8153
2001,0-65,Sachsen,31819
2001,0-65,Sachsen-Anhalt,17990
2001,0-65,Schleswig-Holstein,25775
2001,0-65,Thüringen,17287
2001,0-65,Baden-Württemberg,108466
2001,0-65,Bayern,122407
2001,0-65,Berlin,29119
2001,0-65,Brandenburg,18797
2001,0-65,Bremen,5895
2001,0-65,Hamburg,15590
2001,0-65,Hessen,59282
2001,0-65,Mecklenburg-Vorpommern,13123
2001,0-65,Niedersachsen,80270
2001,0-65,Nordrhein-Westfalen,175945
2001,0-65,Rheinland-Pfalz,38402
2001,0-65,Saarland,8675
2001,0-65,Sachsen,32865
2001,0-65,Sachsen-Anhalt,18397
2001,0-65,Schleswig-Holstein,27524
2001,0-65,Thüringen,17390
2001,0-65,Baden-Württemberg,109693
2001,0-65,Bayern,124987
2001,0-65,Berlin,28628
2001,0-65,Brandenburg,18662
2001,0-65,Bremen,5846
2001,0-65,Hamburg,15488
2001,0-65,Hessen,59304
2001,0-65,Mecklenburg-Vorpommern,12455
